,,,,,,,,화약,,뇌관,,암석분류,,암석명,,심발공,,,,
0,1.706821061,-0.605976241,0.483374204,1,0,0,9,7,,,,,,,,,,,,
0,1.257836552,-0.505204482,0.561726422,1,0,0,10,7,,,,,,,,,,,,
0,1.257873883,-0.502967465,0.612785388,1,0,0,11,7,,,,,,,,,,,,
0,112.0121332,-1.672800821,0.256441722,1,1,0,0,0,,,,,,,,,,,,
0,68.78685666,-1.577395151,0.256318759,1,1,1,0,0,,,,,,,,,,,,
0,201.2532452,-1.860276139,0.180540216,1,1,2,0,0,,,,,,,,,,,,
0,135.524969,-1.745983395,0.269566579,1,1,3,0,0,,,,,,,,,,,,
0,112.0121332,-1.672800821,0.256441722,1,1,0,0,0,,,,,,,,,,,,
0,290.5275808,-1.864120645,0.117455465,1,1,0,1,0,,,,,,,,,,,,
0,213.2173044,-1.869669218,0.109269103,1,1,0,2,0,,,,,,,,,,,,
0,217.061623,-1.911878472,0.111219253,1,1,0,3,0,,,,,,,,,,,,
0,330.2903541,-1.958902182,0.134065017,1,1,0,4,0,,,,,,,,,,,,
0,451.0753287,-1.935260138,0.135782778,1,1,0,5,0,,,,,,,,,,,,
0,296.4652625,-1.804149666,0.165376262,1,1,0,6,0,,,,,,,,,,,,
0,54.07528288,-1.486461209,0.214763402,1,1,0,7,0,,,,,,,,,,,,
0,72.52854927,-1.567489953,0.265582287,1,1,0,8,0,,,,,,,,,,,,
0,194.1366361,-1.811597179,0.173920178,1,1,0,9,0,,,,,,,,,,,,
0,186.6807651,-1.815178962,0.184510124,1,1,0,10,0,,,,,,,,,,,,
0,125.7737983,-1.737017896,0.313417354,1,1,0,11,0,,,,,,,,,,,,
0,162.5435118,-1.749086672,0.145344527,1,1,0,0,1,,,,,,,,,,,,
0,45.04542771,-1.504875131,0.155417857,1,1,1,0,1,,,,,,,,,,,,
0,287.1652264,-1.974872097,0.133398687,1,1,2,0,1,,,,,,,,,,,,
0,427.3774919,-2.037290248,0.135140931,1,1,3,0,1,,,,,,,,,,,,
0,162.5435118,-1.749086672,0.145344527,1,1,0,0,1,,,,,,,,,,,,
0,280.1266446,-1.836254432,0.045541932,1,1,0,1,1,,,,,,,,,,,,
0,221.1682876,-1.843936449,0.053907733,1,1,0,2,1,,,,,,,,,,,,
0,218.0463058,-1.883381559,0.062266718,1,1,0,3,1,,,,,,,,,,,,
0,286.9531126,-1.892024497,0.10956014,1,1,0,4,1,,,,,,,,,,,,
0,300.0564989,-1.821608295,0.136802614,1,1,0,5,1,,,,,,,,,,,,
0,192.1662765,-1.695789262,0.18461227,1,1,0,6,1,,,,,,,,,,,,
0,34.82762365,-1.378714815,0.249820875,1,1,0,7,1,,,,,,,,,,,,
0,39.40864573,-1.466375035,0.204107881,1,1,0,8,1,,,,,,,,,,,,
0,201.0102311,-1.836693542,0.045850974,1,1,0,9,1,,,,,,,,,,,,
0,427.0177478,-2.007184321,0.061835566,1,1,0,10,1,,,,,,,,,,,,
0,487.644704,-2.051988915,0.145954868,1,1,0,11,1,,,,,,,,,,,,
0,111.4974485,-1.450892655,0.190156777,1,1,0,0,2,,,,,,,,,,,,
0,79.46663809,-1.510737822,0.175325481,1,1,1,0,2,,,,,,,,,,,,
0,168.6767851,-1.77927663,0.145845169,1,1,2,0,2,,,,,,,,,,,,
0,136.1461113,-1.531455438,0.191888141,1,1,3,0,2,,,,,,,,,,,,
0,111.4974485,-1.450892655,0.190156777,1,1,0,0,2,,,,,,,,,,,,
0,197.4771416,-1.590482263,0.103676564,1,1,0,1,2,,,,,,,,,,,,
0,157.9052658,-1.65599521,0.130928026,1,1,0,2,2,,,,,,,,,,,,
0,149.3120144,-1.72096309,0.129139273,1,1,0,3,2,,,,,,,,,,,,
0,204.4192216,-1.747542577,0.149474176,1,1,0,4,2,,,,,,,,,,,,
0,181.2047173,-1.659659499,0.150601501,1,1,0,5,2,,,,,,,,,,,,
0,120.0149511,-1.560015472,0.209805827,1,1,0,6,2,,,,,,,,,,,,
0,30.99213999,-1.270325567,0.327064745,1,1,0,7,2,,,,,,,,,,,,
0,36.53991214,-1.308940648,0.358817242,1,1,0,8,2,,,,,,,,,,,,
0,119.6371197,-1.531133815,0.255245186,1,1,0,9,2,,,,,,,,,,,,
0,120.6770882,-1.493726081,0.23791561,1,1,0,10,2,,,,,,,,,,,,
0,95.87355229,-1.439083632,0.273249824,1,1,0,11,2,,,,,,,,,,,,
0,101.0302774,-1.573312857,0.243635345,1,1,0,0,3,,,,,,,,,,,,
0,154.8413636,-1.729578083,0.240578047,1,1,1,0,3,,,,,,,,,,,,
0,161.162773,-1.828672001,0.170827516,1,1,2,0,3,,,,,,,,,,,,
0,164.5311949,-1.694646287,0.333046484,1,1,3,0,3,,,,,,,,,,,,
0,101.0302774,-1.573312857,0.243635345,1,1,0,0,3,,,,,,,,,,,,
0,224.0306507,-1.757328412,0.113142579,1,1,0,1,3,,,,,,,,,,,,
0,240.4971151,-1.861986302,0.092141904,1,1,0,2,3,,,,,,,,,,,,
0,279.6675071,-1.912330128,0.092432926,1,1,0,3,3,,,,,,,,,,,,
0,391.7984335,-1.931628366,0.096759564,1,1,0,4,3,,,,,,,,,,,,
0,341.3322299,-1.862026442,0.100911267,1,1,0,5,3,,,,,,,,,,,,
0,168.4998387,-1.70026013,0.137579408,1,1,0,6,3,,,,,,,,,,,,
0,49.09195584,-1.464448424,0.194673321,1,1,0,7,3,,,,,,,,,,,,
0,91.8437242,-1.577357122,0.234050497,1,1,0,8,3,,,,,,,,,,,,
0,158.0684559,-1.701075815,0.189108379,1,1,0,9,3,,,,,,,,,,,,
0,135.5466982,-1.663234169,0.238273929,1,1,0,10,3,,,,,,,,,,,,
0,77.6938711,-1.553348,0.306835639,1,1,0,11,3,,,,,,,,,,,,
0,125.8253707,-1.633936736,0.314296647,1,1,0,0,4,,,,,,,,,,,,
0,96.38843442,-1.660768901,0.232005261,1,1,1,0,4,,,,,,,,,,,,
0,115.5221282,-1.739151301,0.236563677,1,1,2,0,4,,,,,,,,,,,,
0,99.86568008,-1.624953219,0.365633576,1,1,3,0,4,,,,,,,,,,,,
0,125.8253707,-1.633936736,0.314296647,1,1,0,0,4,,,,,,,,,,,,
0,276.016955,-1.837336475,0.224301918,1,1,0,1,4,,,,,,,,,,,,
0,370.4178725,-1.947092377,0.190912694,1,1,0,2,4,,,,,,,,,,,,
0,540.1216252,-1.996962737,0.170632,1,1,0,3,4,,,,,,,,,,,,
0,758.9770619,-2.048251147,0.155137421,1,1,0,4,4,,,,,,,,,,,,
0,930.3817923,-2.085575358,0.134558151,1,1,0,5,4,,,,,,,,,,,,
0,388.5717853,-1.879643595,0.118615357,1,1,0,6,4,,,,,,,,,,,,
0,78.99747912,-1.572193137,0.159798688,1,1,0,7,4,,,,,,,,,,,,
0,112.46741,-1.625186824,0.205946632,1,1,0,8,4,,,,,,,,,,,,
0,211.9642634,-1.766995275,0.17479473,1,1,0,9,4,,,,,,,,,,,,
0,130.7431241,-1.703408862,0.17654971,1,1,0,10,4,,,,,,,,,,,,
0,68.35257045,-1.595648164,0.221533964,1,1,0,11,4,,,,,,,,,,,,
0,89.38333764,-1.626740847,0.231103913,1,1,0,0,5,,,,,,,,,,,,
0,36.15108258,-1.426878296,0.175539857,1,1,1,0,5,,,,,,,,,,,,
0,72.65507734,-1.586831575,0.224675269,1,1,2,0,5,,,,,,,,,,,,
0,70.21029644,-1.624072224,0.274166571,1,1,3,0,5,,,,,,,,,,,,
0,89.38333764,-1.626740847,0.231103913,1,1,0,0,5,,,,,,,,,,,,
0,187.1508979,-1.797516666,0.213022291,1,1,0,1,5,,,,,,,,,,,,
0,287.089408,-1.885672863,0.203659239,1,1,0,2,5,,,,,,,,,,,,
0,553.6932592,-1.976906502,0.210628895,1,1,0,3,5,,,,,,,,,,,,
0,1107.064891,-2.104756579,0.209022363,1,1,0,4,5,,,,,,,,,,,,
0,1367.523184,-2.153789211,0.203260963,1,1,0,5,5,,,,,,,,,,,,
0,935.1702877,-2.067271888,0.166356273,1,1,0,6,5,,,,,,,,,,,,
0,83.18403654,-1.540014815,0.172138535,1,1,0,7,5,,,,,,,,,,,,
0,53.38529952,-1.473927801,0.191043048,1,1,0,8,5,,,,,,,,,,,,
0,111.3663981,-1.62167676,0.123296846,1,1,0,9,5,,,,,,,,,,,,
0,89.27986424,-1.631840617,0.132197851,1,1,0,10,5,,,,,,,,,,,,
0,57.01382283,-1.578041719,0.176071637,1,1,0,11,5,,,,,,,,,,,,
0,21.6557601,-1.276830254,0.258845395,1,1,0,0,6,,,,,,,,,,,,
0,19.75703225,-1.236492581,0.18734835,1,1,1,0,6,,,,,,,,,,,,
0,25.93149095,-1.294722012,0.195157975,1,1,2,0,6,,,,,,,,,,,,
0,54.66056836,-1.565778617,0.186048549,1,1,3,0,6,,,,,,,,,,,,
0,21.6557601,-1.276830254,0.258845395,1,1,0,0,6,,,,,,,,,,,,
0,40.30487211,-1.401412119,0.269039392,1,1,0,1,6,,,,,,,,,,,,
0,94.45458879,-1.556488563,0.270668891,1,1,0,2,6,,,,,,,,,,,,
0,221.0556851,-1.728728239,0.265056277,1,1,0,3,6,,,,,,,,,,,,
0,412.0761629,-1.870982131,0.253598756,1,1,0,4,6,,,,,,,,,,,,
0,528.3200173,-1.934725311,0.251164902,1,1,0,5,6,,,,,,,,,,,,
0,569.7204529,-1.956094303,0.236681178,1,1,0,6,6,,,,,,,,,,,,
0,143.1810645,-1.645520244,0.202301593,1,1,0,7,6,,,,,,,,,,,,
0,23.17033188,-1.256101538,0.222781647,1,1,0,8,6,,,,,,,,,,,,
0,39.89730909,-1.399557344,0.131362844,1,1,0,9,6,,,,,,,,,,,,
0,44.90543404,-1.441575164,0.129885842,1,1,0,10,6,,,,,,,,,,,,
0,42.87441898,-1.486140993,0.192699372,1,1,0,11,6,,,,,,,,,,,,
0,5.214400332,-0.789979915,0.404140278,1,1,0,0,7,,,,,,,,,,,,
0,4.975012022,-0.812838323,0.302266917,1,1,1,0,7,,,,,,,,,,,,
0,10.52378516,-1.028923625,0.254378672,1,1,2,0,7,,,,,,,,,,,,
0,12.3526337,-1.04358305,0.349037392,1,1,3,0,7,,,,,,,,,,,,
0,5.214400332,-0.789979915,0.404140278,1,1,0,0,7,,,,,,,,,,,,
0,13.90959036,-0.982246043,0.357047937,1,1,0,1,7,,,,,,,,,,,,
0,27.46870213,-1.117324879,0.347539366,1,1,0,2,7,,,,,,,,,,,,
0,49.45426634,-1.267450307,0.335304609,1,1,0,3,7,,,,,,,,,,,,
0,77.24554766,-1.391257056,0.314872095,1,1,0,4,7,,,,,,,,,,,,
0,97.90344687,-1.468961855,0.303697425,1,1,0,5,7,,,,,,,,,,,,
0,129.0829034,-1.558039185,0.296092577,1,1,0,6,7,,,,,,,,,,,,
0,100.9382357,-1.506430208,0.282498216,1,1,0,7,7,,,,,,,,,,,,
0,23.70777454,-1.195786892,0.297274567,1,1,0,8,7,,,,,,,,,,,,
0,14.58634449,-1.067688085,0.307543384,1,1,0,9,7,,,,,,,,,,,,
0,18.3477121,-1.10294592,0.301303499,1,1,0,10,7,,,,,,,,,,,,
0,20.57932867,-1.141279205,0.329913689,1,1,0,11,7,,,,,,,,,,,,
0,11.6917381,-1.103321362,0.470107598,1,2,0,0,0,,,,,,,,,,,,
0,2.155635426,-0.677667718,0.569518513,1,2,1,0,0,,,,,,,,,,,,
0,192.514865,-1.733310848,0.215288116,1,2,2,0,0,,,,,,,,,,,,
0,13.60877709,-1.13135466,0.462643409,1,2,3,0,0,,,,,,,,,,,,
0,11.6917381,-1.103321362,0.470107598,1,2,0,0,0,,,,,,,,,,,,
0,21.92768298,-1.280392534,0.395378526,1,2,0,1,0,,,,,,,,,,,,
0,39.1393372,-1.42519424,0.330161647,1,2,0,2,0,,,,,,,,,,,,
0,72.95661862,-1.564600466,0.27083346,1,2,0,3,0,,,,,,,,,,,,
0,126.7023205,-1.684699972,0.252147548,1,2,0,4,0,,,,,,,,,,,,
0,187.086021,-1.734019247,0.219361333,1,2,0,5,0,,,,,,,,,,,,
0,165.0599647,-1.672292611,0.221184935,1,2,0,6,0,,,,,,,,,,,,
0,6.085589137,-0.936456453,0.422736293,1,2,0,7,0,,,,,,,,,,,,
0,0.690190173,-0.409150954,0.635297972,1,2,0,8,0,,,,,,,,,,,,
0,22.7727117,-1.17569126,0.276488004,1,2,0,9,0,,,,,,,,,,,,
0,14.67070067,-1.121695652,0.348537236,1,2,0,10,0,,,,,,,,,,,,
0,7.018200129,-0.997309521,0.558116791,1,2,0,11,0,,,,,,,,,,,,
0,20.31473693,-1.255568587,0.371075996,1,2,0,0,1,,,,,,,,,,,,
0,0.765328605,-0.53562019,0.436674721,1,2,1,0,1,,,,,,,,,,,,
0,108.3478544,-1.646824597,0.221965675,1,2,2,0,1,,,,,,,,,,,,
0,41.75209718,-1.414066922,0.319752082,1,2,3,0,1,,,,,,,,,,,,
0,20.31473693,-1.255568587,0.371075996,1,2,0,0,1,,,,,,,,,,,,
0,41.65160365,-1.439454461,0.297406099,1,2,0,1,1,,,,,,,,,,,,
0,77.95510899,-1.605655488,0.257239835,1,2,0,2,1,,,,,,,,,,,,
0,149.1560441,-1.751956343,0.224723515,1,2,0,3,1,,,,,,,,,,,,
0,303.7040418,-1.875651234,0.180464762,1,2,0,4,1,,,,,,,,,,,,
0,543.6501532,-1.965616125,0.16157827,1,2,0,5,1,,,,,,,,,,,,
0,625.7853987,-1.946381672,0.176101833,1,2,0,6,1,,,,,,,,,,,,
0,17.62368499,-1.171293206,0.347006496,1,2,0,7,1,,,,,,,,,,,,
0,0.748866466,-0.521621832,0.448425222,1,2,0,8,1,,,,,,,,,,,,
0,13.1857423,-1.145986336,0.209935106,1,2,0,9,1,,,,,,,,,,,,
0,24.59923121,-1.299756746,0.223885592,1,2,0,10,1,,,,,,,,,,,,
0,21.57345679,-1.279123161,0.334221761,1,2,0,11,1,,,,,,,,,,,,
0,9.399707918,-0.971627678,0.94154453,1,2,0,0,2,,,,,,,,,,,,
0,1.14087637,-0.524722451,0.7467703,1,2,1,0,2,,,,,,,,,,,,
0,82.61360759,-1.539768312,0.551938888,1,2,2,0,2,,,,,,,,,,,,
0,10.1891848,-0.982321788,0.939753259,1,2,3,0,2,,,,,,,,,,,,
0,9.399707918,-0.971627678,0.94154453,1,2,0,0,2,,,,,,,,,,,,
0,26.43472101,-1.228484329,0.785738585,1,2,0,1,2,,,,,,,,,,,,
0,71.24931231,-1.509536729,0.64908623,1,2,0,2,2,,,,,,,,,,,,
0,191.1817678,-1.740758478,0.489012847,1,2,0,3,2,,,,,,,,,,,,
0,319.2312614,-1.855762161,0.399188003,1,2,0,4,2,,,,,,,,,,,,
0,468.1854027,-1.904348961,0.328750661,1,2,0,5,2,,,,,,,,,,,,
0,331.4838461,-1.789932047,0.351283268,1,2,0,6,2,,,,,,,,,,,,
0,15.03158267,-1.082845442,0.591483769,1,2,0,7,2,,,,,,,,,,,,
0,1.358117721,-0.555925156,0.756891802,1,2,0,8,2,,,,,,,,,,,,
0,14.95241588,-1.055949022,0.592054947,1,2,0,9,2,,,,,,,,,,,,
0,13.10948097,-1.023975657,0.725402252,1,2,0,10,2,,,,,,,,,,,,
0,9.616867275,-0.957066275,0.940540389,1,2,0,11,2,,,,,,,,,,,,
0,10.96737961,-1.089181129,0.410335671,1,2,0,0,3,,,,,,,,,,,,
0,3.036652549,-0.740657513,0.538788296,1,2,1,0,3,,,,,,,,,,,,
0,191.2159213,-1.742350803,0.206511981,1,2,2,0,3,,,,,,,,,,,,
0,15.3398811,-1.144843517,0.346393505,1,2,3,0,3,,,,,,,,,,,,
0,10.96737961,-1.089181129,0.410335671,1,2,0,0,3,,,,,,,,,,,,
0,39.8479171,-1.379702314,0.361158549,1,2,0,1,3,,,,,,,,,,,,
0,113.6119496,-1.640128359,0.325460805,1,2,0,2,3,,,,,,,,,,,,
0,220.7642645,-1.780380247,0.255451038,1,2,0,3,3,,,,,,,,,,,,
0,236.4787327,-1.805086903,0.218563471,1,2,0,4,3,,,,,,,,,,,,
0,187.1686521,-1.737362539,0.213896034,1,2,0,5,3,,,,,,,,,,,,
0,95.55375152,-1.553820605,0.216788704,1,2,0,6,3,,,,,,,,,,,,
0,7.950616379,-0.956691693,0.428976208,1,2,0,7,3,,,,,,,,,,,,
0,1.017146235,-0.465971091,0.611719942,1,2,0,8,3,,,,,,,,,,,,
0,23.89361015,-1.186400614,0.273834223,1,2,0,9,3,,,,,,,,,,,,
0,8.574016916,-0.999341737,0.310922872,1,2,0,10,3,,,,,,,,,,,,
0,3.085271009,-0.800772127,0.413699788,1,2,0,11,3,,,,,,,,,,,,
0,68.47378862,-1.4294709,0.458630496,1,2,0,0,4,,,,,,,,,,,,
0,3.110341085,-0.767621783,0.326992575,1,2,1,0,4,,,,,,,,,,,,
0,119.6973307,-1.630046931,0.143092674,1,2,2,0,4,,,,,,,,,,,,
0,74.44680833,-1.433475768,0.458063734,1,2,3,0,4,,,,,,,,,,,,
0,68.47378862,-1.4294709,0.458630496,1,2,0,0,4,,,,,,,,,,,,
0,210.8017151,-1.702315836,0.365435321,1,2,0,1,4,,,,,,,,,,,,
0,392.6093278,-1.866805527,0.298862313,1,2,0,2,4,,,,,,,,,,,,
0,363.9741906,-1.843557216,0.262189431,1,2,0,3,4,,,,,,,,,,,,
0,251.7162749,-1.777961411,0.233675129,1,2,0,4,4,,,,,,,,,,,,
0,223.1408391,-1.742264896,0.21977629,1,2,0,5,4,,,,,,,,,,,,
0,102.6868692,-1.546925703,0.181527146,1,2,0,6,4,,,,,,,,,,,,
0,6.942712861,-0.951656177,0.182496983,1,2,0,7,4,,,,,,,,,,,,
0,0.855012032,-0.444785638,0.319658623,1,2,0,8,4,,,,,,,,,,,,
0,8.184295342,-0.961650057,0.170233459,1,2,0,9,4,,,,,,,,,,,,
0,6.478473243,-0.932246158,0.195244662,1,2,0,10,4,,,,,,,,,,,,
0,2.740001675,-0.792114532,0.30041599,1,2,0,11,4,,,,,,,,,,,,
0,246.9366171,-1.731549953,0.327494233,1,2,0,0,5,,,,,,,,,,,,
0,1.182581533,-0.606582045,0.080085217,1,2,1,0,5,,,,,,,,,,,,
0,29.23414322,-1.346108835,0.076663844,1,2,2,0,5,,,,,,,,,,,,
0,344.6511327,-1.805992989,0.330841744,1,2,3,0,5,,,,,,,,,,,,
0,246.9366171,-1.731549953,0.327494233,1,2,0,0,5,,,,,,,,,,,,
0,579.9832102,-1.950765578,0.271617557,1,2,0,1,5,,,,,,,,,,,,
0,574.5083809,-1.950197452,0.261371943,1,2,0,2,5,,,,,,,,,,,,
0,464.1849312,-1.927659533,0.267979629,1,2,0,3,5,,,,,,,,,,,,
0,467.4312546,-1.93002115,0.245293848,1,2,0,4,5,,,,,,,,,,,,
0,449.216196,-1.897379213,0.213353461,1,2,0,5,5,,,,,,,,,,,,
0,230.3671474,-1.734660304,0.164727613,1,2,0,6,5,,,,,,,,,,,,
0,5.706633015,-0.922446995,0.046637353,1,2,0,7,5,,,,,,,,,,,,
0,0.537080186,-0.394364505,0.09074673,1,2,0,8,5,,,,,,,,,,,,
0,2.505212012,-0.694903333,0.056369015,1,2,0,9,5,,,,,,,,,,,,
0,5.656246342,-0.910344919,0.07455265,1,2,0,10,5,,,,,,,,,,,,
0,4.184571485,-0.880867777,0.217831845,1,2,0,11,5,,,,,,,,,,,,
0,235.832611,-1.767521699,0.238867972,1,2,0,0,6,,,,,,,,,,,,
0,0.412226984,-0.405449222,-0.011902688,1,2,1,0,6,,,,,,,,,,,,
0,6.857997885,-1.048268998,0.085548234,1,2,2,0,6,,,,,,,,,,,,
0,449.0059201,-1.90415401,0.194016531,1,2,3,0,6,,,,,,,,,,,,
0,235.832611,-1.767521699,0.238867972,1,2,0,0,6,,,,,,,,,,,,
0,292.2594832,-1.838825344,0.242335044,1,2,0,1,6,,,,,,,,,,,,
0,319.9508871,-1.893826,0.251536324,1,2,0,2,6,,,,,,,,,,,,
0,465.6744021,-1.970640932,0.254987629,1,2,0,3,6,,,,,,,,,,,,
0,682.6081755,-2.020988431,0.25213948,1,2,0,4,6,,,,,,,,,,,,
0,676.6790599,-1.997354985,0.239304836,1,2,0,5,6,,,,,,,,,,,,
0,412.3700148,-1.901360592,0.199499747,1,2,0,6,6,,,,,,,,,,,,
0,24.40149035,-1.297258882,0.070439888,1,2,0,7,6,,,,,,,,,,,,
0,0.437834159,-0.403949018,-0.006129966,1,2,0,8,6,,,,,,,,,,,,
0,1.109371321,-0.568157069,-0.004366919,1,2,0,9,6,,,,,,,,,,,,
0,2.986324173,-0.754824089,0.086277534,1,2,0,10,6,,,,,,,,,,,,
0,6.495029891,-0.959404129,0.246691554,1,2,0,11,6,,,,,,,,,,,,
0,3.458458181,-0.837735201,0.443057092,1,2,0,0,7,,,,,,,,,,,,
0,2.986318375,-0.863580728,0.250508921,1,2,1,0,7,,,,,,,,,,,,
0,2.516599742,-0.849564626,0.272680206,1,2,2,0,7,,,,,,,,,,,,
0,3.316355461,-0.8386604,0.445906624,1,2,3,0,7,,,,,,,,,,,,
0,3.458458181,-0.837735201,0.443057092,1,2,0,0,7,,,,,,,,,,,,
0,8.627277241,-1.064692133,0.413685301,1,2,0,1,7,,,,,,,,,,,,
0,27.00799915,-1.301098347,0.371918778,1,2,0,2,7,,,,,,,,,,,,
0,74.50993991,-1.501431197,0.363274189,1,2,0,3,7,,,,,,,,,,,,
0,163.3501853,-1.655099793,0.362017879,1,2,0,4,7,,,,,,,,,,,,
0,214.8639535,-1.71981945,0.357709689,1,2,0,5,7,,,,,,,,,,,,
0,194.8745698,-1.715294607,0.346945927,1,2,0,6,7,,,,,,,,,,,,
0,86.47529294,-1.562788919,0.31418293,1,2,0,7,7,,,,,,,,,,,,
0,6.65763953,-1.026077052,0.292380388,1,2,0,8,7,,,,,,,,,,,,
0,1.810182203,-0.704773004,0.300068183,1,2,0,9,7,,,,,,,,,,,,
0,2.350206307,-0.742406761,0.343506195,1,2,0,10,7,,,,,,,,,,,,
0,3.452044629,-0.819484651,0.446600619,1,2,0,11,7,,,,,,,,,,,,
0,60.72230397,-1.510873444,0.33849606,1,3,0,0,0,,,,,,,,,,,,
0,17.83341992,-1.324683485,0.199825117,1,3,1,0,0,,,,,,,,,,,,
0,72.76382096,-1.691388784,0.287185896,1,3,2,0,0,,,,,,,,,,,,
0,80.88259781,-1.563237838,0.32169052,1,3,3,0,0,,,,,,,,,,,,
0,60.72230397,-1.510873444,0.33849606,1,3,0,0,0,,,,,,,,,,,,
0,61.32909236,-1.57297861,0.329844257,1,3,0,1,0,,,,,,,,,,,,
0,59.51581514,-1.628065524,0.308305957,1,3,0,2,0,,,,,,,,,,,,
0,79.42948422,-1.687865315,0.291090481,1,3,0,3,0,,,,,,,,,,,,
0,242.6977887,-1.826415091,0.293020969,1,3,0,4,0,,,,,,,,,,,,
0,58.90199784,-1.478216107,0.304199938,1,3,0,5,0,,,,,,,,,,,,
0,11.70615222,-1.162152454,0.357775705,1,3,0,6,0,,,,,,,,,,,,
0,11.79296514,-1.194892179,0.290210186,1,3,0,7,0,,,,,,,,,,,,
0,17.81014701,-1.33450516,0.205093869,1,3,0,8,0,,,,,,,,,,,,
0,32.78708415,-1.449118315,0.151059109,1,3,0,9,0,,,,,,,,,,,,
0,39.78220771,-1.454075507,0.216417561,1,3,0,10,0,,,,,,,,,,,,
0,73.96538023,-1.564026399,0.358160966,1,3,0,11,0,,,,,,,,,,,,
0,49.12391114,-1.480848108,0.327653061,1,3,0,0,1,,,,,,,,,,,,
0,29.30280748,-1.481058928,0.109274345,1,3,1,0,1,,,,,,,,,,,,
0,69.92763138,-1.694891383,0.28706626,1,3,2,0,1,,,,,,,,,,,,
0,63.27359742,-1.521864203,0.316961146,1,3,3,0,1,,,,,,,,,,,,
0,49.12391114,-1.480848108,0.327653061,1,3,0,0,1,,,,,,,,,,,,
0,50.01619311,-1.550238157,0.314356244,1,3,0,1,1,,,,,,,,,,,,
0,59.05226809,-1.644956768,0.306028633,1,3,0,2,1,,,,,,,,,,,,
0,78.20564085,-1.687287495,0.292045537,1,3,0,3,1,,,,,,,,,,,,
0,159.9180026,-1.739141413,0.305679972,1,3,0,4,1,,,,,,,,,,,,
0,37.85799693,-1.389934607,0.312151503,1,3,0,5,1,,,,,,,,,,,,
0,5.715819418,-1.024174282,0.367002956,1,3,0,6,1,,,,,,,,,,,,
0,11.24929546,-1.225456641,0.250444495,1,3,0,7,1,,,,,,,,,,,,
0,29.90196805,-1.468866802,0.115078948,1,3,0,8,1,,,,,,,,,,,,
0,42.24923594,-1.524627291,0.129275501,1,3,0,9,1,,,,,,,,,,,,
0,38.89896284,-1.455598223,0.220416621,1,3,0,10,1,,,,,,,,,,,,
0,60.12922395,-1.531530949,0.340302878,1,3,0,11,1,,,,,,,,,,,,
0,17.60118375,-1.25910601,0.467138606,1,3,0,0,2,,,,,,,,,,,,
0,21.85101216,-1.362383841,0.197155863,1,3,1,0,2,,,,,,,,,,,,
0,70.67108605,-1.688809391,0.320458944,1,3,2,0,2,,,,,,,,,,,,
0,18.64937653,-1.264607877,0.438896334,1,3,3,0,2,,,,,,,,,,,,
0,17.60118375,-1.25910601,0.467138606,1,3,0,0,2,,,,,,,,,,,,
0,31.35175023,-1.421244402,0.397668452,1,3,0,1,2,,,,,,,,,,,,
0,44.0125751,-1.534641808,0.379738399,1,3,0,2,2,,,,,,,,,,,,
0,68.93901257,-1.574778667,0.354248697,1,3,0,3,2,,,,,,,,,,,,
0,133.44636,-1.646619953,0.320316635,1,3,0,4,2,,,,,,,,,,,,
0,131.9121204,-1.605325071,0.292090176,1,3,0,5,2,,,,,,,,,,,,
0,43.74389757,-1.367161559,0.257600333,1,3,0,6,2,,,,,,,,,,,,
0,37.74741771,-1.372073569,0.19530311,1,3,0,7,2,,,,,,,,,,,,
0,42.60656729,-1.420676901,0.134352256,1,3,0,8,2,,,,,,,,,,,,
0,39.72509012,-1.405293873,0.155455724,1,3,0,9,2,,,,,,,,,,,,
0,29.09577975,-1.355294144,0.259066176,1,3,0,10,2,,,,,,,,,,,,
0,27.96428997,-1.362185372,0.425944704,1,3,0,11,2,,,,,,,,,,,,
0,7.320088772,-1.117530383,0.382841102,1,3,0,0,3,,,,,,,,,,,,
0,10.0586272,-1.169538956,0.274556132,1,3,1,0,3,,,,,,,,,,,,
0,58.44157813,-1.592955113,0.262304944,1,3,2,0,3,,,,,,,,,,,,
0,7.307827374,-1.110825116,0.379276021,1,3,3,0,3,,,,,,,,,,,,
0,7.320088772,-1.117530383,0.382841102,1,3,0,0,3,,,,,,,,,,,,
0,19.30910798,-1.346224993,0.317677784,1,3,0,1,3,,,,,,,,,,,,
0,45.9538348,-1.548132229,0.267400883,1,3,0,2,3,,,,,,,,,,,,
0,120.3452305,-1.666951262,0.223564713,1,3,0,3,3,,,,,,,,,,,,
0,289.2304987,-1.8004477,0.182755557,1,3,0,4,3,,,,,,,,,,,,
0,685.6701584,-1.943764132,0.142927486,1,3,0,5,3,,,,,,,,,,,,
0,468.3215175,-1.822682365,0.070141063,1,3,0,6,3,,,,,,,,,,,,
0,88.33902937,-1.501781078,0.079790073,1,3,0,7,3,,,,,,,,,,,,
0,35.21673098,-1.357209733,0.127271047,1,3,0,8,3,,,,,,,,,,,,
0,21.16954422,-1.285757529,0.153680883,1,3,0,9,3,,,,,,,,,,,,
0,12.20090511,-1.234657896,0.126078515,1,3,0,10,3,,,,,,,,,,,,
0,12.82335302,-1.293770002,0.149904974,1,3,0,11,3,,,,,,,,,,,,
0,13.81337866,-1.200840309,0.375899449,1,3,0,0,4,,,,,,,,,,,,
0,5.586054247,-0.995202341,0.288904202,1,3,1,0,4,,,,,,,,,,,,
